precision,recall,threshold
0.03504662269729361,0.9996756406097956,0.041060377
0.03504702123062577,0.9996756406097956,0.041064303
0.0350474197730219,0.9996756406097956,0.041068472
0.0350478183244823,0.9996756406097956,0.04108047
0.035048216885007276,0.9996756406097956,0.041092318
0.03504861545459714,0.9996756406097956,0.04111424
0.03504901403325221,0.9996756406097956,0.041122407
0.03504941262097279,0.9996756406097956,0.04114193
0.03504981121775918,0.9996756406097956,0.041149672
0.0350502098236117,0.9996756406097956,0.0411711
0.035050608438530646,0.9996756406097956,0.04118069
0.03505100706251635,0.9996756406097956,0.041198447
0.0350514056955691,0.9996756406097956,0.041208062
0.03505180433768922,0.9996756406097956,0.041227568
0.03505220298887701,0.9996756406097956,0.04123377
0.035052601649132785,0.9996756406097956,0.04128145
0.03505300031845685,0.9996756406097956,0.041298654
0.03505339899684952,0.9996756406097956,0.041334786
0.03505379768431109,0.9996756406097956,0.04135314
0.035054196380841895,0.9996756406097956,0.041371178
0.03505459508644222,0.9996756406097956,0.041374374
0.035054993801112384,0.9996756406097956,0.04137783
0.0350553925248527,0.9996756406097956,0.041387036
0.03505579125766348,0.9996756406097956,0.041403044
0.03505618999954502,0.9996756406097956,0.041411705
0.03505658875049764,0.9996756406097956,0.041421358
0.035056987510521644,0.9996756406097956,0.041435637
0.035057386279617346,0.9996756406097956,0.041438203
0.035057785057785056,0.9996756406097956,0.04144126
0.035058183845025084,0.9996756406097956,0.04145869
0.03505858264133773,0.9996756406097956,0.041460603
0.035058981446723314,0.9996756406097956,0.04146879
0.035059380261182146,0.9996756406097956,0.04147664
0.035059779084714526,0.9996756406097956,0.04148362
0.03506017791732077,0.9996756406097956,0.04148525
0.03506057675900119,0.9996756406097956,0.041495603
0.0350609756097561,0.9996756406097956,0.041514505
0.03506137446958579,0.9996756406097956,0.041522846
0.035061773338490594,0.9996756406097956,0.041526563
0.0350621722164708,0.9996756406097956,0.041530065
0.035062571103526737,0.9996756406097956,0.04155321
0.0350629699996587,0.9996756406097956,0.041559905
0.035063368904867005,0.9996756406097956,0.041588053
0.035063767819151964,0.9996756406097956,0.04159214
0.03506416674251388,0.9996756406097956,0.041612055
0.03506456567495307,0.9996756406097956,0.04162241
0.03506496461646984,0.9996756406097956,0.04162904
0.0350653635670645,0.9996756406097956,0.041636907
0.03506576252673736,0.9996756406097956,0.04164966
0.03506616149548873,0.9996756406097956,0.041657526
0.03506656047331892,0.9996756406097956,0.041658603
0.035067358456217,0.9996756406097956,0.041671246
0.035067757461285515,0.9996756406097956,0.041672997
0.035068156475434084,0.9996756406097956,0.04169278
0.03506855549866303,0.9996756406097956,0.041718565
0.03506895453097265,0.9996756406097956,0.041719887
0.03506935357236326,0.9996756406097956,0.04173063
0.03506975262283517,0.9996756406097956,0.041733842
0.03507015168238869,0.9996756406097956,0.041761227
0.035070550751024124,0.9996756406097956,0.041772775
0.035070949828741795,0.9996756406097956,0.041781582
0.035071348915542,0.9996756406097956,0.04178358
0.03507174801142506,0.9996756406097956,0.041796945
0.035072147116391277,0.9996756406097956,0.041823287
0.03507254623044097,0.9996756406097956,0.041832212
0.035072945353574435,0.9996756406097956,0.04184984
0.035073344485791996,0.9996756406097956,0.041852582
0.03507374362709396,0.9996756406097956,0.041853167
0.035074142777480624,0.9996756406097956,0.041867938
0.035074541936952315,0.9996756406097956,0.04188951
0.035074941105509336,0.9996756406097956,0.041893914
0.035075340283152,0.9996756406097956,0.0418973
0.035075739469880615,0.9996756406097956,0.041905377
0.03507613866569549,0.9996756406097956,0.04191999
0.03507653787059694,0.9996756406097956,0.041936144
0.035076937084585265,0.9996756406097956,0.041951302
0.03507733630766079,0.9996756406097956,0.04195157
0.035077735539823816,0.9996756406097956,0.041976035
0.03507813478107465,0.9996756406097956,0.041978326
0.03507853403141361,0.9996756406097956,0.041990492
0.035078933290841004,0.9996756406097956,0.042012155
0.03507933255935714,0.9996756406097956,0.04203637
0.035079731836962336,0.9996756406097956,0.042044237
0.03508013112365689,0.9996756406097956,0.042050716
0.035080530419441126,0.9996756406097956,0.042063963
0.03508092972431534,0.9996756406097956,0.042090196
0.03508132903827985,0.9996756406097956,0.04210314
0.035081728361334975,0.9996756406097956,0.04210912
0.035082127693481006,0.9996756406097956,0.042162865
0.03508252703471827,0.9996756406097956,0.042167272
0.03508292638504707,0.9996756406097956,0.042179745
0.035083325744467715,0.9996756406097956,0.042188097
0.035083725112980524,0.9996756406097956,0.042214435
0.035084124490585795,0.9996756406097956,0.042219948
0.03508452387728385,0.9996756406097956,0.042245824
0.035084923273075,0.9996756406097956,0.042254884
0.035085322677959545,0.9996756406097956,0.042270303
0.0350857220919378,0.9996756406097956,0.042311624
0.035086121515010074,0.9996756406097956,0.04232978
0.03508652094717669,0.9996756406097956,0.04234375
0.035086920388437935,0.9996756406097956,0.042350795
0.035087319838794144,0.9996756406097956,0.042362187
0.03508771929824561,0.9996756406097956,0.042378735
0.03508811876679266,0.9996756406097956,0.042380948
0.03508851824443559,0.9996756406097956,0.042393606
0.03508931722701035,0.9996756406097956,0.042393733
0.0350897167319428,0.9996756406097956,0.0424111
0.03509011624597238,0.9996756406097956,0.04241666
0.0350905157690994,0.9996756406097956,0.042429123
